name,year,seller_type,transmission,owner,count_of_cars,avg_selling_price,min_selling_price,max_selling_price
Hyundai i10 Magna 1.1L,2014,Individual,Manual,First Owner,1,295000.0,295000,295000
Hyundai i10 Magna 1.1L,2014,Individual,Manual,Fourth & Above Owner,1,229999.0,229999,229999
Hyundai i10 Magna 1.2,2009,Individual,Manual,Second Owner,1,254999.0,254999,254999
Hyundai i10 Magna 1.2,2010,Individual,Manual,First Owner,1,400000.0,400000,400000
Hyundai i10 Magna 1.2,2010,Individual,Manual,Second Owner,2,187500.0,150000,225000
Hyundai i10 Magna 1.2 iTech SE,2009,Individual,Manual,Third Owner,1,150000.0,150000,150000
Hyundai i10 Magna 1.2 iTech SE,2011,Individual,Manual,Second Owner,2,215000.0,195000,235000
Hyundai i10 Magna 1.2 iTech SE,2012,Individual,Manual,Second Owner,1,190000.0,190000,190000
Hyundai i10 Magna LPG,2013,Individual,Manual,First Owner,1,250000.0,250000,250000
Hyundai i10 Magna LPG,2013,Individual,Manual,Second Owner,1,275000.0,275000,275000
Hyundai i10 Magna LPG,2014,Individual,Manual,First Owner,1,290000.0,290000,290000
Hyundai i10 Sportz,2011,Individual,Manual,First Owner,4,236250.0,220000,250000
Hyundai i10 Sportz 1.1L,2014,Dealer,Manual,First Owner,1,300000.0,300000,300000
Hyundai i10 Sportz 1.1L,2015,Dealer,Manual,First Owner,1,310000.0,310000,310000
Hyundai i10 Sportz 1.1L,2015,Individual,Manual,First Owner,2,229999.0,229999,229999
Hyundai i10 Sportz 1.1L,2017,Individual,Manual,First Owner,1,375000.0,375000,375000
Hyundai i10 Sportz 1.2,2008,Individual,Manual,First Owner,2,150000.0,150000,150000
Hyundai i10 Sportz 1.2,2010,Individual,Manual,Second Owner,5,233600.0,210000,250000
Hyundai i10 Sportz 1.2,2010,Individual,Manual,Third Owner,1,125000.0,125000,125000
Hyundai i10 Sportz 1.2,2011,Dealer,Manual,First Owner,2,235000.0,235000,235000
Hyundai i10 Sportz 1.2 AT,2013,Dealer,Automatic,First Owner,3,335000.0,330000,345000
Hyundai i10 Sportz 1.2 AT,2015,Dealer,Automatic,First Owner,1,500000.0,500000,500000
Hyundai i10 Sportz AT,2011,Individual,Automatic,Second Owner,1,180000.0,180000,180000
Hyundai i20 1.2 Asta,2011,Dealer,Manual,First Owner,2,323000.0,271000,375000
Hyundai i20 1.2 Asta,2018,Individual,Manual,First Owner,2,700000.0,700000,700000
Hyundai i20 1.2 Asta Dual Tone,2018,Individual,Manual,First Owner,1,740000.0,740000,740000
Hyundai i20 1.2 Asta Option,2017,Individual,Manual,First Owner,2,630000.0,620000,640000
Hyundai i20 1.2 Era,2010,Individual,Manual,Second Owner,1,250000.0,250000,250000
Hyundai i20 1.2 Magna,2010,Individual,Manual,Third Owner,1,220000.0,220000,220000
Hyundai i20 1.2 Magna,2012,Individual,Manual,First Owner,2,330000.0,330000,330000
Hyundai i20 1.2 Magna Executive,2016,Dealer,Manual,First Owner,1,535000.0,535000,535000
Hyundai i20 1.2 Magna Executive,2017,Individual,Manual,First Owner,1,540000.0,540000,540000
Hyundai i20 1.2 Sportz,2011,Dealer,Manual,Second Owner,1,220000.0,220000,220000
Hyundai i20 1.2 Sportz,2011,Individual,Manual,First Owner,1,250000.0,250000,250000
Hyundai i20 1.2 Sportz,2011,Individual,Manual,Fourth & Above Owner,1,260000.0,260000,260000
Hyundai i20 1.2 Sportz,2012,Individual,Manual,Third Owner,2,305000.0,280000,330000
Hyundai i20 1.2 Sportz,2013,Dealer,Manual,First Owner,1,375000.0,375000,375000
Hyundai i20 1.2 Spotz,2017,Individual,Manual,First Owner,1,400000.0,400000,400000
Hyundai i20 1.2 Spotz,2017,Individual,Manual,Second Owner,3,525000.0,400000,600000
Hyundai i20 1.2 Spotz,2018,Individual,Manual,Second Owner,1,650000.0,650000,650000
Hyundai i20 1.4 Asta Option,2017,Individual,Manual,First Owner,2,762000.0,744000,780000
Hyundai i20 1.4 Asta Option,2018,Individual,Manual,First Owner,1,830000.0,830000,830000
Hyundai i20 1.4 CRDi Asta,2011,Individual,Manual,Second Owner,1,300000.0,300000,300000
Hyundai i20 1.4 CRDi Asta,2012,Individual,Manual,First Owner,1,400000.0,400000,400000
Hyundai i20 1.4 CRDi Era,2011,Individual,Manual,First Owner,1,220000.0,220000,220000
Hyundai i20 1.4 CRDi Magna,2012,Individual,Manual,First Owner,1,250000.0,250000,250000
Hyundai i20 1.4 CRDi Magna,2012,Individual,Manual,Second Owner,1,350000.0,350000,350000
Hyundai i20 1.4 CRDi Sportz,2011,Dealer,Manual,First Owner,1,321000.0,321000,321000
Hyundai i20 1.4 CRDi Sportz,2012,Individual,Manual,Second Owner,1,450000.0,450000,450000
Hyundai i20 1.4 Magna ABS,2009,Individual,Manual,Second Owner,1,180000.0,180000,180000
Hyundai i20 1.4 Magna Executive,2013,Dealer,Manual,First Owner,1,280000.0,280000,280000
Hyundai i20 1.4 Sportz,2017,Dealer,Manual,First Owner,4,673750.0,655000,680000
Hyundai i20 1.4 Sportz,2017,Individual,Manual,First Owner,2,720000.0,700000,740000
Hyundai i20 2015-2017 Magna 1.2,2015,Dealer,Manual,First Owner,1,525000.0,525000,525000
Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2014,Dealer,Manual,First Owner,1,465000.0,465000,465000
Hyundai i20 Active 1.2 S,2017,Individual,Manual,First Owner,4,585000.0,570000,600000
Hyundai i20 Active 1.2 S,2017,Individual,Manual,Second Owner,1,595000.0,595000,595000
Hyundai i20 Active 1.2 S,2018,Individual,Manual,First Owner,1,650000.0,650000,650000
Hyundai i20 Active 1.2 SX,2015,Individual,Manual,First Owner,1,565000.0,565000,565000
Hyundai i20 Active 1.2 SX,2016,Individual,Manual,First Owner,5,640000.0,600000,650000
Hyundai i20 Active 1.2 SX,2017,Individual,Manual,First Owner,1,700000.0,700000,700000
Hyundai i20 Active 1.2 SX,2018,Individual,Manual,First Owner,1,550000.0,550000,550000
Hyundai i20 Active 1.4 SX,2016,Individual,Manual,First Owner,1,650000.0,650000,650000
Hyundai i20 Active 1.4 SX,2018,Individual,Manual,First Owner,1,819999.0,819999,819999
Hyundai i20 Active 1.4 SX with AVN,2015,Individual,Manual,Second Owner,1,699000.0,699000,699000
Hyundai i20 Active S Diesel,2018,Dealer,Manual,First Owner,2,650000.0,650000,650000
Hyundai i20 Active S Petrol,2016,Dealer,Manual,First Owner,2,547500.0,535000,560000
Hyundai i20 Active SX Petrol,2016,Dealer,Manual,First Owner,2,550000.0,550000,550000
Hyundai i20 Asta,2009,Individual,Manual,Second Owner,1,280000.0,280000,280000
Hyundai i20 Asta,2010,Dealer,Manual,Second Owner,1,265000.0,265000,265000
Hyundai i20 Asta,2010,Individual,Manual,Second Owner,2,270000.0,270000,270000
Hyundai i20 Asta (o),2009,Individual,Manual,First Owner,2,300000.0,300000,300000
Hyundai i20 Asta (o),2014,Dealer,Manual,Second Owner,2,525000.0,525000,525000
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012,Dealer,Manual,First Owner,1,440000.0,440000,440000
Hyundai i20 Asta 1.2,2012,Individual,Manual,First Owner,1,300000.0,300000,300000
Hyundai i20 Asta 1.2,2014,Dealer,Manual,Second Owner,1,475000.0,475000,475000
Hyundai i20 Asta 1.2,2015,Dealer,Manual,First Owner,1,600000.0,600000,600000
Hyundai i20 Asta 1.2,2016,Individual,Manual,First Owner,1,500000.0,500000,500000
Hyundai i20 Asta 1.4 CRDi,2013,Individual,Manual,First Owner,2,300000.0,300000,300000
Hyundai i20 Asta 1.4 CRDi,2013,Individual,Manual,Second Owner,2,330000.0,300000,360000
Hyundai i20 Asta 1.4 CRDi,2014,Individual,Manual,Second Owner,2,360000.0,350000,370000
Hyundai i20 Asta 1.4 CRDi,2015,Individual,Manual,First Owner,2,550000.0,550000,550000
Hyundai i20 Asta 1.4 CRDi,2015,Individual,Manual,Second Owner,1,530000.0,530000,530000
Hyundai i20 Asta 1.4 CRDi,2016,Individual,Manual,First Owner,2,555000.0,430000,680000
Hyundai i20 Asta 1.4 CRDi (Diesel),2009,Individual,Manual,Second Owner,1,250000.0,250000,250000
Hyundai i20 Asta Option 1.2,2016,Individual,Manual,First Owner,1,600000.0,600000,600000
Hyundai i20 Asta Option 1.4 CRDi,2015,Individual,Manual,First Owner,1,500000.0,500000,500000
Hyundai i20 Asta Option 1.4 CRDi,2016,Individual,Manual,First Owner,4,632500.0,550000,750000
Hyundai i20 Asta Option 1.4 CRDi,2016,Individual,Manual,Second Owner,1,600000.0,600000,600000
Hyundai i20 Magna,2010,Individual,Manual,First Owner,2,250000.0,250000,250000
Hyundai i20 Magna,2010,Individual,Manual,Third Owner,2,240000.0,210000,270000
Hyundai i20 Magna 1.2,2015,Individual,Manual,First Owner,2,540000.0,540000,540000
Hyundai i20 Magna 1.2,2016,Individual,Manual,First Owner,3,600000.0,600000,600000
Hyundai i20 Magna 1.4 CRDi,2014,Individual,Manual,Second Owner,1,409999.0,409999,409999
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,Dealer,Manual,First Owner,1,385000.0,385000,385000
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,Dealer,Manual,Second Owner,1,310000.0,310000,310000
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,Dealer,Manual,Second Owner,2,375000.0,325000,425000
Hyundai i20 Magna 1.4 CRDi (Diesel),2014,Individual,Manual,Second Owner,1,409999.0,409999,409999
Hyundai i20 Magna Optional 1.2,2013,Individual,Manual,First Owner,1,340000.0,340000,340000
Hyundai i20 Magna Optional 1.4 CRDi,2012,Individual,Manual,First Owner,1,350000.0,350000,350000
Hyundai i20 Magna Optional 1.4 CRDi,2013,Individual,Manual,First Owner,3,413333.3333333333,400000,420000
Hyundai i20 Sportz 1.2,2013,Individual,Manual,First Owner,1,400000.0,400000,400000
Hyundai i20 Sportz 1.2,2013,Individual,Manual,Second Owner,2,365000.0,350000,380000
Hyundai i20 Sportz 1.2,2014,Individual,Manual,First Owner,1,450000.0,450000,450000
Hyundai i20 Sportz 1.2,2015,Individual,Manual,First Owner,1,516000.0,516000,516000
Hyundai i20 Sportz 1.2,2015,Individual,Manual,Second Owner,1,500000.0,500000,500000
Hyundai i20 Sportz 1.2,2016,Dealer,Manual,First Owner,1,660000.0,660000,660000
Hyundai i20 Sportz 1.2,2017,Dealer,Manual,First Owner,1,700000.0,700000,700000
Hyundai i20 Sportz 1.4 CRDi,2014,Individual,Manual,Second Owner,1,315000.0,315000,315000
Hyundai i20 Sportz 1.4 CRDi,2018,Dealer,Manual,First Owner,1,750000.0,750000,750000
Hyundai i20 Sportz Option 1.2,2016,Individual,Manual,First Owner,1,475000.0,475000,475000
Hyundai i20 Sportz Petrol,2010,Individual,Manual,First Owner,2,250000.0,250000,250000
Isuzu D-Max V-Cross Standard,2018,Individual,Manual,First Owner,1,1500000.0,1500000,1500000
Jaguar XF 2.2 Litre Luxury,2014,Dealer,Automatic,First Owner,1,1964999.0,1964999,1964999
Jaguar XF 3.0 Litre S Premium Luxury,2012,Individual,Automatic,Second Owner,1,1800000.0,1800000,1800000
Jaguar XF 3.0 Litre S Premium Luxury,2013,Individual,Automatic,Second Owner,1,2000000.0,2000000,2000000
Jaguar XF 5.0 Litre V8 Petrol,2012,Dealer,Automatic,Second Owner,2,2050000.0,2050000,2050000
Jaguar XJ 5.0 L V8 Supercharged,2010,Individual,Automatic,Second Owner,1,2550000.0,2550000,2550000
Jeep Compass 1.4 Sport Plus BSIV,2019,Individual,Manual,First Owner,1,1400000.0,1400000,1400000
Jeep Compass 2.0 Longitude Option BSIV,2017,Individual,Manual,First Owner,1,1490000.0,1490000,1490000
Jeep Compass 2.0 Longitude Option BSIV,2018,Individual,Manual,First Owner,1,1700000.0,1700000,1700000
Kia Seltos HTK Plus AT D,2019,Individual,Automatic,First Owner,1,1300000.0,1300000,1300000
Land Rover Discovery S 2.0 SD4,2018,Individual,Automatic,First Owner,1,4000000.0,4000000,4000000
Land Rover Discovery Sport SD4 HSE Luxury,2016,Dealer,Automatic,First Owner,1,3500000.0,3500000,3500000
Land Rover Discovery Sport TD4 HSE 7S,2018,Individual,Automatic,First Owner,1,4000000.0,4000000,4000000
Land Rover Range Rover 4.4 Diesel LWB Vogue SE,2010,Dealer,Automatic,First Owner,1,4200000.0,4200000,4200000
Land Rover Range Rover Evoque 2.2L Dynamic,2012,Individual,Automatic,Second Owner,1,2349000.0,2349000,2349000
MG Hector Sharp Diesel MT BSIV,2019,Dealer,Manual,First Owner,1,1825000.0,1825000,1825000
MG Hector Smart AT,2019,Dealer,Automatic,First Owner,1,1860000.0,1860000,1860000
Mahindra Alturas G4 4X2 AT BSIV,2019,Individual,Automatic,First Owner,1,2700000.0,2700000,2700000
Mahindra Bolero 2011-2019 SLE,2013,Dealer,Manual,First Owner,2,325000.0,325000,325000
Mahindra Bolero 2011-2019 SLX,2013,Individual,Manual,First Owner,2,400000.0,400000,400000
Mahindra Bolero 2011-2019 SLX,2015,Individual,Manual,First Owner,1,550000.0,550000,550000
Mahindra Bolero 2011-2019 SLX,2019,Individual,Manual,First Owner,1,800000.0,800000,800000
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,Dealer,Manual,Second Owner,1,550000.0,550000,550000
Mahindra Bolero B4,2017,Dealer,Manual,First Owner,1,800000.0,800000,800000
Mahindra Bolero B6,2016,Dealer,Manual,First Owner,1,600000.0,600000,600000
Mahindra Bolero DI,2004,Individual,Manual,Fourth & Above Owner,1,110000.0,110000,110000
Mahindra Bolero DI,2004,Individual,Manual,Third Owner,1,315000.0,315000,315000
Mahindra Bolero DI,2005,Individual,Manual,Second Owner,1,300000.0,300000,300000
Mahindra Bolero DI,2006,Individual,Manual,First Owner,1,200000.0,200000,200000
Mahindra Bolero DI,2007,Individual,Manual,First Owner,1,250000.0,250000,250000
Mahindra Bolero DI,2010,Individual,Manual,First Owner,1,300000.0,300000,300000
Mahindra Bolero DI,2011,Individual,Manual,First Owner,1,300000.0,300000,300000
Mahindra Bolero DI DX 7 Seater,2001,Individual,Manual,Third Owner,1,80000.0,80000,80000
Mahindra Bolero DI DX 7 Seater,2007,Individual,Manual,First Owner,1,225000.0,225000,225000
Mahindra Bolero DI DX 7 Seater,2007,Individual,Manual,Second Owner,1,225000.0,225000,225000
Mahindra Bolero DI DX 8 Seater,2004,Individual,Manual,Fourth & Above Owner,1,229999.0,229999,229999
Mahindra Bolero DI DX 8 Seater,2009,Individual,Manual,Second Owner,1,300000.0,300000,300000
Mahindra Bolero Power Plus LX,2016,Individual,Manual,First Owner,1,500000.0,500000,500000
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,Individual,Manual,First Owner,3,436666.6666666667,430000,450000
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,Individual,Manual,Second Owner,1,640000.0,640000,640000
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,Individual,Manual,Third Owner,2,307500.0,295000,320000
Mahindra Bolero Power Plus Plus AC BSIV PS,2017,Individual,Manual,First Owner,1,600000.0,600000,600000
Mahindra Bolero Power Plus Plus AC BSIV PS,2018,Individual,Manual,First Owner,1,800000.0,800000,800000
Mahindra Bolero Power Plus Plus AC BSIV PS,2019,Individual,Manual,First Owner,1,850000.0,850000,850000
Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,Individual,Manual,First Owner,1,500000.0,500000,500000
Mahindra Bolero Power Plus SLE,2018,Individual,Manual,First Owner,1,630000.0,630000,630000
Mahindra Bolero Power Plus SLX,2016,Individual,Manual,Second Owner,1,580000.0,580000,580000
Mahindra Bolero Power Plus SLX,2017,Individual,Manual,First Owner,2,651500.0,628000,675000
Mahindra Bolero Power Plus SLX,2017,Individual,Manual,Second Owner,2,400000.0,400000,400000
Mahindra Bolero Power Plus SLX,2018,Dealer,Manual,First Owner,1,790000.0,790000,790000
Mahindra Bolero Power Plus SLX,2018,Individual,Manual,First Owner,4,692500.0,550000,900000
Mahindra Bolero Power Plus SLX,2019,Individual,Manual,First Owner,3,840000.0,800000,860000
Mahindra Bolero Power Plus ZLX,2017,Individual,Manual,First Owner,2,750000.0,750000,750000
Mahindra Bolero Power Plus ZLX,2018,Individual,Manual,First Owner,1,795000.0,795000,795000
Mahindra Bolero SLE,2009,Individual,Manual,Second Owner,1,300000.0,300000,300000
Mahindra Bolero SLE,2010,Individual,Manual,Second Owner,1,350000.0,350000,350000
Mahindra Bolero SLE BSIII,2007,Individual,Manual,Second Owner,1,185000.0,185000,185000
Mahindra Bolero SLX,2006,Individual,Manual,Third Owner,1,229999.0,229999,229999
Mahindra Bolero SLX,2007,Individual,Manual,Second Owner,1,300000.0,300000,300000
Mahindra Bolero SLX,2008,Individual,Manual,First Owner,2,155000.0,155000,155000
Mahindra Bolero SLX,2010,Individual,Manual,First Owner,1,400000.0,400000,400000
Mahindra Bolero SLX,2011,Individual,Manual,First Owner,1,311000.0,311000,311000
Mahindra Bolero SLX,2011,Individual,Manual,Second Owner,1,350000.0,350000,350000
Mahindra Bolero SLX,2011,Individual,Manual,Third Owner,1,170000.0,170000,170000
Mahindra Bolero SLX,2016,Dealer,Manual,First Owner,2,585000.0,585000,585000
Mahindra Bolero SLX 2WD,2007,Individual,Manual,Second Owner,1,300000.0,300000,300000
Mahindra Bolero SLX 2WD,2010,Individual,Manual,Fourth & Above Owner,1,250000.0,250000,250000
Mahindra Bolero SLX 2WD BSIII,2011,Individual,Manual,Fourth & Above Owner,1,390000.0,390000,390000
Mahindra Bolero SLX 2WD BSIII,2011,Individual,Manual,Second Owner,1,430000.0,430000,430000
Mahindra Bolero SLX 4WD BSIII,2011,Individual,Manual,Second Owner,1,450000.0,450000,450000
Mahindra Ingenio CRDe,2015,Individual,Manual,First Owner,1,210000.0,210000,210000
Mahindra Jeep CJ 500 DI,2006,Dealer,Manual,First Owner,1,575000.0,575000,575000
Mahindra Jeep CL 500 MDI,1996,Individual,Manual,Second Owner,1,250000.0,250000,250000
Mahindra Jeep CL 500 MDI,1997,Individual,Manual,Third Owner,1,150000.0,150000,150000
Mahindra Jeep Classic,1999,Individual,Manual,Second Owner,1,170000.0,170000,170000
Mahindra Jeep MM 540,1996,Individual,Manual,First Owner,1,200000.0,200000,200000
Mahindra Jeep MM 540,2007,Individual,Manual,Second Owner,1,95000.0,95000,95000
Mahindra Jeep MM 550 XDB,2002,Individual,Manual,Third Owner,1,150000.0,150000,150000
Mahindra Jeep MM 775 XDB,2000,Individual,Manual,Second Owner,1,155000.0,155000,155000
Mahindra KUV 100 D75 K2,2017,Individual,Manual,First Owner,1,409999.0,409999,409999
Mahindra KUV 100 D75 K4 Plus 5Str,2016,Dealer,Manual,First Owner,2,470000.0,470000,470000
Mahindra KUV 100 D75 K6 Plus,2017,Dealer,Manual,First Owner,1,380000.0,380000,380000
Mahindra KUV 100 G80 K2,2018,Individual,Manual,First Owner,1,450000.0,450000,450000
Mahindra KUV 100 G80 K2,2018,Individual,Manual,Second Owner,1,320000.0,320000,320000
Mahindra KUV 100 G80 K4 Plus,2018,Individual,Manual,First Owner,1,509999.0,509999,509999
Mahindra KUV 100 mFALCON D75 K6,2016,Individual,Manual,First Owner,2,430000.0,430000,430000
Mahindra KUV 100 mFALCON D75 K8,2017,Dealer,Manual,First Owner,1,475000.0,475000,475000
Mahindra KUV 100 mFALCON D75 K8 AW,2016,Individual,Manual,First Owner,1,350000.0,350000,350000
Mahindra KUV 100 mFALCON G80 K2,2016,Individual,Manual,First Owner,2,425000.0,425000,425000
Mahindra KUV 100 mFALCON G80 K2,2017,Individual,Manual,First Owner,1,450000.0,450000,450000
Mahindra KUV 100 mFALCON G80 K2 Plus,2016,Individual,Manual,First Owner,1,420000.0,420000,420000
Mahindra KUV 100 mFALCON G80 K8 5str,2016,Individual,Manual,First Owner,2,370000.0,370000,370000
Mahindra KUV 100 mFALCON G80 K8 5str,2017,Individual,Manual,First Owner,1,600000.0,600000,600000
Mahindra Marazzo M2 8Str,2019,Individual,Manual,First Owner,1,900000.0,900000,900000
Mahindra Marazzo M4,2018,Individual,Manual,Second Owner,1,950000.0,950000,950000
Mahindra Marazzo M8 8Str,2018,Individual,Manual,First Owner,2,1300000.0,1300000,1300000
Mahindra NuvoSport N8,2016,Individual,Manual,First Owner,1,525000.0,525000,525000
Mahindra Quanto C4,2013,Individual,Manual,Fourth & Above Owner,2,255000.0,220000,290000
Mahindra Quanto C4,2016,Individual,Manual,Second Owner,1,400000.0,400000,400000
Mahindra Quanto C6,2012,Individual,Manual,Second Owner,1,260000.0,260000,260000
Mahindra Quanto C6,2013,Individual,Manual,First Owner,4,272250.0,220000,349000
Mahindra Quanto C6,2013,Individual,Manual,Second Owner,1,285000.0,285000,285000
Mahindra Quanto C6,2014,Individual,Manual,First Owner,1,285000.0,285000,285000
Mahindra Quanto C6,2014,Individual,Manual,Second Owner,1,250000.0,250000,250000
Mahindra Quanto C8,2012,Individual,Manual,First Owner,1,290000.0,290000,290000
Mahindra Quanto C8,2012,Individual,Manual,Second Owner,1,195000.0,195000,195000
Mahindra Quanto C8,2013,Dealer,Manual,First Owner,1,365000.0,365000,365000
Mahindra Quanto C8,2013,Individual,Manual,Second Owner,2,300000.0,300000,300000
Mahindra Renault Logan 1.4 GLX Petrol,2008,Individual,Manual,First Owner,2,112500.0,80000,145000
Mahindra Renault Logan 1.5 DLE Diesel,2007,Individual,Manual,Second Owner,1,125000.0,125000,125000
Mahindra Renault Logan 1.5 DLS,2008,Individual,Manual,First Owner,2,89999.0,89999,89999
